"true_img","subject_id","label","N","plot"
"225","19","omm",1,FALSE
"255","19","omm",1,FALSE
"285","19","omm",1,FALSE
"315","19","omm",1,FALSE
"345","19","omm",1,FALSE
"375","19","omm",1,FALSE
"405","19","omm",1,FALSE
"435","19","omm",1,FALSE
"465","19","omm",1,FALSE
"1365","19","topsy",1,FALSE
"1395","19","topsy",1,FALSE
"1425","19","topsy",1,FALSE
"1455","19","topsy",1,FALSE
"1485","19","topsy",1,FALSE
"15","20","the xs",1,TRUE
"45","20","the xs",1,TRUE
"75","20","the xs",1,TRUE
"105","20","the xs",1,TRUE
"135","20","the xs",1,TRUE
"165","20","the xs",1,TRUE
"195","20","the xs",1,TRUE
"525","20","the xs",1,TRUE
"555","20","the xs",1,TRUE
"585","20","nohead",1,TRUE
"615","20","nohead",1,TRUE
"645","20","nohead",1,TRUE
"675","20","nohead",1,TRUE
"705","20","nohead",1,TRUE
"735","20","nohead",1,TRUE
"765","20","nohead",1,TRUE
"795","20","nohead",1,TRUE
"825","20","nohead",1,TRUE
"855","20","nohead",1,TRUE
"885","20","nohead",1,TRUE
"915","20","nohead",1,TRUE
"225","20","flat",1,TRUE
"255","20","flat",1,TRUE
"285","20","flat",1,TRUE
"315","20","flat",1,TRUE
"345","20","flat",1,TRUE
"375","20","flat",1,TRUE
"405","20","flat",1,TRUE
"435","20","flat",1,TRUE
"465","20","flat",1,TRUE
"495","20","flat",1,TRUE
"1305","20","flip",1,TRUE
"1335","20","flip",1,TRUE
"1365","20","flip",1,TRUE
"1395","20","flip",1,TRUE
"1425","20","flip",1,TRUE
"1455","20","flip",1,TRUE
"1485","20","flip",1,TRUE
"945","20","skinny",1,TRUE
"975","20","skinny",1,TRUE
"1005","20","skinny",1,TRUE
"1035","20","skinny",1,TRUE
"1065","20","skinny",1,TRUE
"1095","20","skinny",1,TRUE
"1125","20","skinny",1,TRUE
"1155","20","skinny",1,TRUE
"1185","20","skinny",1,TRUE
"1215","20","skinny",1,TRUE
"1245","20","skinny",1,TRUE
"1275","20","skinny",1,TRUE
"525","21","crab",1,FALSE
"555","21","crab",1,FALSE
"585","21","crab",1,FALSE
"615","21","crab",1,FALSE
"645","21","crab",1,FALSE
"705","21","crab",1,FALSE
"735","21","crab",1,FALSE
"15","21","jumper",1,FALSE
"45","21","jumper",1,FALSE
"75","21","jumper",1,FALSE
"105","21","jumper",1,FALSE
"135","21","jumper",1,FALSE
"165","21","jumper",1,FALSE
"195","21","jumper",1,FALSE
"225","21","jumper",1,FALSE
"1335","21","upside",1,FALSE
"1365","21","upside",1,FALSE
"1395","21","upside",1,FALSE
"1425","21","upside",1,FALSE
"1455","21","upside",1,FALSE
"1485","21","upside",1,FALSE
"255","21","bat",1,FALSE
"285","21","bat",1,FALSE
"315","21","bat",1,FALSE
"345","21","bat",1,FALSE
"375","21","bat",1,FALSE
"405","21","bat",1,FALSE
"435","21","bat",1,FALSE
"465","21","bat",1,FALSE
"495","21","bat",1,FALSE
"1005","21","dive",1,FALSE
"1035","21","dive",1,FALSE
"1065","21","dive",1,FALSE
"1095","21","dive",1,FALSE
"1125","21","dive",1,FALSE
"1155","21","dive",1,FALSE
"675","21","pray",1,FALSE
"765","21","pray",1,FALSE
"795","21","pray",1,FALSE
"825","21","pray",1,FALSE
"855","21","pray",1,FALSE
"1185","21","barney",1,FALSE
"1215","21","barney",1,FALSE
"1245","21","barney",1,FALSE
"1275","21","barney",1,FALSE
"1305","21","barney",1,FALSE
"885","21","bunny",1,FALSE
"915","21","bunny",1,FALSE
"945","21","bunny",1,FALSE
"975","21","bunny",1,FALSE
"45","22","vertic",1,FALSE
"75","22","vertic",1,FALSE
"675","22","vertic",1,FALSE
"765","22","vertic",1,FALSE
"795","22","vertic",1,FALSE
"825","22","vertic",1,FALSE
"855","22","vertic",1,FALSE
"885","22","vertic",1,FALSE
"915","22","vertic",1,FALSE
"945","22","vertic",1,FALSE
"975","22","vertic",1,FALSE
"1005","22","vertic",1,FALSE
"1035","22","vertic",1,FALSE
"1065","22","vertic",1,FALSE
"1095","22","vertic",1,FALSE
"1125","22","vertic",1,FALSE
"1155","22","vertic",1,FALSE
"1185","22","vertic",1,FALSE
"1215","22","vertic",1,FALSE
"1245","22","vertic",1,FALSE
"1275","22","vertic",1,FALSE
"1305","22","vertic",1,FALSE
"1335","22","vertic",1,FALSE
"1365","22","vertic",1,FALSE
"1395","22","vertic",1,FALSE
"1425","22","vertic",1,FALSE
"135","22","horizo",1,FALSE
"195","22","horizo",1,FALSE
"225","22","horizo",1,FALSE
"255","22","horizo",1,FALSE
"285","22","horizo",1,FALSE
"315","22","horizo",1,FALSE
"345","22","horizo",1,FALSE
"375","22","horizo",1,FALSE
"405","22","horizo",1,FALSE
"435","22","horizo",1,FALSE
"465","22","horizo",1,FALSE
"495","22","horizo",1,FALSE
"525","22","horizo",1,FALSE
"555","22","horizo",1,FALSE
"585","22","horizo",1,FALSE
"615","22","horizo",1,FALSE
"645","22","horizo",1,FALSE
"735","22","horizo",1,FALSE
"1455","22","horizo",1,FALSE
"15","22","middle",1,FALSE
"105","22","middle",1,FALSE
"165","22","middle",1,FALSE
"705","22","middle",1,FALSE
"1485","22","middle",1,FALSE
"15","23","flies",1,FALSE
"45","23","flies",1,FALSE
"75","23","flies",1,FALSE
"105","23","flies",1,FALSE
"135","23","flies",1,FALSE
"165","23","flies",1,FALSE
"195","23","flies",1,FALSE
"225","23","flies",1,FALSE
"255","23","flies",1,FALSE
"285","23","flies",1,FALSE
"315","23","flies",1,FALSE
"345","23","flies",1,FALSE
"375","23","flies",1,FALSE
"405","23","flies",1,FALSE
"435","23","flies",1,FALSE
"465","23","flies",1,FALSE
"495","23","flies",1,FALSE
"1455","23","flies",1,FALSE
"1485","23","flies",1,FALSE
"525","23","crab",1,FALSE
"555","23","crab",1,FALSE
"585","23","crab",1,FALSE
"615","23","crab",1,FALSE
"645","23","crab",1,FALSE
"675","23","crab",1,FALSE
"705","23","crab",1,FALSE
"735","23","crab",1,FALSE
"765","23","crab",1,FALSE
"795","23","crab",1,FALSE
"825","23","crab",1,FALSE
"855","23","crab",1,FALSE
"885","23","crab",1,FALSE
"915","23","crab",1,FALSE
"945","23","crab",1,FALSE
"975","23","crab",1,FALSE
"1005","23","cross",1,FALSE
"1035","23","cross",1,FALSE
"1065","23","cross",1,FALSE
"1095","23","cross",1,FALSE
"1125","23","cross",1,FALSE
"1155","23","cross",1,FALSE
"1185","23","cross",1,FALSE
"1215","23","cross",1,FALSE
"1245","23","cross",1,FALSE
"1275","23","cross",1,FALSE
"1305","23","cross",1,FALSE
"1335","23","cross",1,FALSE
"1365","23","cross",1,FALSE
"1395","23","cross",1,FALSE
"1425","23","cross",1,FALSE
"525","24","crab",1,TRUE
"555","24","crab",1,TRUE
"585","24","crab",1,TRUE
"615","24","crab",1,TRUE
"645","24","crab",1,TRUE
"705","24","crab",1,TRUE
"255","24","wings",1,TRUE
"285","24","wings",1,TRUE
"315","24","wings",1,TRUE
"345","24","wings",1,TRUE
"375","24","wings",1,TRUE
"15","24","lotus",1,TRUE
"75","24","lotus",1,TRUE
"105","24","lotus",1,TRUE
"135","24","lotus",1,TRUE
"165","24","lotus",1,TRUE
"195","24","lotus",1,TRUE
"225","24","lotus",1,TRUE
"765","24","reach",1,TRUE
"795","24","reach",1,TRUE
"825","24","reach",1,TRUE
"855","24","reach",1,TRUE
"885","24","reach",1,TRUE
"915","24","reach",1,TRUE
"945","24","reach",1,TRUE
"975","24","reach",1,TRUE
"45","24","x",1,TRUE
"675","24","x",1,TRUE
"735","24","x",1,TRUE
"1005","24","tall",1,TRUE
"1035","24","tall",1,TRUE
"1065","24","tall",1,TRUE
"1095","24","tall",1,TRUE
"1125","24","tall",1,TRUE
"1155","24","tall",1,TRUE
"1185","24","tall",1,TRUE
"1215","24","tall",1,TRUE
"1245","24","tall",1,TRUE
"1275","24","tall",1,TRUE
"405","24","flat",1,TRUE
"435","24","flat",1,TRUE
"465","24","flat",1,TRUE
"495","24","flat",1,TRUE
"1305","24","down",1,TRUE
"1335","24","down",1,TRUE
"1365","24","down",1,TRUE
"1395","24","down",1,TRUE
"1425","24","down",1,TRUE
"1455","24","down",1,TRUE
"1485","24","down",1,TRUE
"15","25","focus",1,FALSE
"45","25","focus",1,FALSE
"75","25","focus",1,FALSE
"105","25","focus",1,FALSE
"135","25","focus",1,FALSE
"165","25","focus",1,FALSE
"195","25","focus",1,FALSE
"225","25","focus",1,FALSE
"1455","25","focus",1,FALSE
"1485","25","focus",1,FALSE
"1005","25","key",1,FALSE
"1035","25","key",1,FALSE
"1065","25","key",1,FALSE
"1095","25","key",1,FALSE
"1125","25","key",1,FALSE
"1155","25","key",1,FALSE
"1185","25","key",1,FALSE
"1215","25","key",1,FALSE
"1245","25","key",1,FALSE
"1275","25","key",1,FALSE
"1305","25","key",1,FALSE
"1335","25","key",1,FALSE
"1365","25","key",1,FALSE
"1395","25","key",1,FALSE
"1425","25","key",1,FALSE
"465","25","crab",1,FALSE
"495","25","crab",1,FALSE
"525","25","crab",1,FALSE
"555","25","crab",1,FALSE
"585","25","crab",1,FALSE
"615","25","crab",1,FALSE
"645","25","crab",1,FALSE
"705","25","crab",1,FALSE
"735","25","crab",1,FALSE
"675","25","ears",1,FALSE
"765","25","ears",1,FALSE
"795","25","ears",1,FALSE
"825","25","ears",1,FALSE
"855","25","ears",1,FALSE
"885","25","ears",1,FALSE
"915","25","ears",1,FALSE
"945","25","ears",1,FALSE
"975","25","ears",1,FALSE
"255","25","fly",1,FALSE
"285","25","fly",1,FALSE
"315","25","fly",1,FALSE
"345","25","fly",1,FALSE
"375","25","fly",1,FALSE
"405","25","fly",1,FALSE
"435","25","fly",1,FALSE
"15","26","up",1,FALSE
"45","26","up",1,FALSE
"75","26","up",1,FALSE
"105","26","up",1,FALSE
"135","26","up",1,FALSE
"165","26","up",1,FALSE
"525","26","up",1,FALSE
"585","26","up",1,FALSE
"615","26","up",1,FALSE
"645","26","up",1,FALSE
"675","26","up",1,FALSE
"705","26","up",1,FALSE
"735","26","up",1,FALSE
"765","26","up",1,FALSE
"795","26","up",1,FALSE
"825","26","up",1,FALSE
"855","26","up",1,FALSE
"885","26","up",1,FALSE
"915","26","up",1,FALSE
"945","26","up",1,FALSE
"975","26","up",1,FALSE
"195","26","flat",1,FALSE
"225","26","flat",1,FALSE
"255","26","flat",1,FALSE
"285","26","flat",1,FALSE
"315","26","flat",1,FALSE
"345","26","flat",1,FALSE
"375","26","flat",1,FALSE
"405","26","flat",1,FALSE
"435","26","flat",1,FALSE
"465","26","flat",1,FALSE
"495","26","flat",1,FALSE
"555","26","flat",1,FALSE
"1005","26","shut",1,FALSE
"1035","26","shut",1,FALSE
"1065","26","shut",1,FALSE
"1095","26","shut",1,FALSE
"1125","26","shut",1,FALSE
"1155","26","shut",1,FALSE
"1185","26","shut",1,FALSE
"1215","26","shut",1,FALSE
"1245","26","shut",1,FALSE
"1275","26","shut",1,FALSE
"1305","26","shut",1,FALSE
"1335","26","shut",1,FALSE
"1365","26","shut",1,FALSE
"1395","26","shut",1,FALSE
"1425","26","shut",1,FALSE
"1455","26","down",1,FALSE
"1485","26","down",1,FALSE
"225","27","horiz",1,FALSE
"255","27","horiz",1,FALSE
"285","27","horiz",1,FALSE
"315","27","horiz",1,FALSE
"345","27","horiz",1,FALSE
"375","27","horiz",1,FALSE
"405","27","horiz",1,FALSE
"435","27","horiz",1,FALSE
"465","27","horiz",1,FALSE
"495","27","horiz",1,FALSE
"525","27","horiz",1,FALSE
"555","27","horiz",1,FALSE
"15","27","dot-x",1,FALSE
"45","27","dot-x",1,FALSE
"75","27","dot-x",1,FALSE
"105","27","dot-x",1,FALSE
"135","27","dot-x",1,FALSE
"165","27","dot-x",1,FALSE
"195","27","dot-x",1,FALSE
"585","27","x",1,FALSE
"615","27","x",1,FALSE
"645","27","x",1,FALSE
"675","27","x",1,FALSE
"705","27","x",1,FALSE
"735","27","x",1,FALSE
"765","27","x",1,FALSE
"795","27","x",1,FALSE
"825","27","x",1,FALSE
"855","27","x",1,FALSE
"885","27","x",1,FALSE
"1335","27","x-dot",1,FALSE
"1365","27","x-dot",1,FALSE
"1395","27","x-dot",1,FALSE
"1425","27","x-dot",1,FALSE
"1455","27","x-dot",1,FALSE
"1485","27","x-dot",1,FALSE
"915","27","vert",1,FALSE
"945","27","vert",1,FALSE
"975","27","vert",1,FALSE
"1005","27","vert",1,FALSE
"1035","27","vert",1,FALSE
"1065","27","vert",1,FALSE
"1095","27","vert",1,FALSE
"1125","27","vert",1,FALSE
"1155","27","vert",1,FALSE
"1185","27","vert",1,FALSE
"1215","27","vert",1,FALSE
"1245","27","vert",1,FALSE
"1275","27","vert",1,FALSE
"1305","27","vert",1,FALSE
"15","28","detach",1,FALSE
"45","28","detach",1,FALSE
"75","28","detach",1,FALSE
"105","28","detach",1,FALSE
"135","28","detach",1,FALSE
"165","28","detach",1,FALSE
"195","28","detach",1,FALSE
"225","28","detach",1,FALSE
"255","28","detach",1,FALSE
"285","28","detach",1,FALSE
"315","28","detach",1,FALSE
"345","28","detach",1,FALSE
"375","28","detach",1,FALSE
"405","28","detach",1,FALSE
"435","28","detach",1,FALSE
"465","28","detach",1,FALSE
"495","28","detach",1,FALSE
"525","28","detach",1,FALSE
"1365","28","detach",1,FALSE
"1395","28","detach",1,FALSE
"1425","28","detach",1,FALSE
"1455","28","detach",1,FALSE
"1485","28","detach",1,FALSE
"675","28","apart",1,FALSE
"705","28","apart",1,FALSE
"765","28","apart",1,FALSE
"795","28","apart",1,FALSE
"825","28","apart",1,FALSE
"855","28","apart",1,FALSE
"885","28","apart",1,FALSE
"915","28","apart",1,FALSE
"945","28","apart",1,FALSE
"975","28","apart",1,FALSE
"1275","28","apart",1,FALSE
"1005","28","close",1,FALSE
"1035","28","close",1,FALSE
"1065","28","close",1,FALSE
"1095","28","close",1,FALSE
"1125","28","close",1,FALSE
"1155","28","close",1,FALSE
"1185","28","close",1,FALSE
"1215","28","close",1,FALSE
"1245","28","close",1,FALSE
"1305","28","close",1,FALSE
"1335","28","close",1,FALSE
"555","28","wide",1,FALSE
"585","28","wide",1,FALSE
"615","28","wide",1,FALSE
"645","28","wide",1,FALSE
"735","28","wide",1,FALSE
"15","29","yoga",1,FALSE
"45","29","yoga",1,FALSE
"75","29","yoga",1,FALSE
"105","29","yoga",1,FALSE
"135","29","yoga",1,FALSE
"165","29","yoga",1,FALSE
"195","29","yoga",1,FALSE
"225","29","double",1,FALSE
"255","29","double",1,FALSE
"285","29","double",1,FALSE
"315","29","double",1,FALSE
"435","29","double",1,FALSE
"465","29","double",1,FALSE
"495","29","double",1,FALSE
"525","29","double",1,FALSE
"1335","29","down",1,FALSE
"1365","29","down",1,FALSE
"1425","29","down",1,FALSE
"1455","29","down",1,FALSE
"1485","29","down",1,FALSE
"345","29","single",1,FALSE
"375","29","single",1,FALSE
"405","29","single",1,FALSE
"555","29","up",1,FALSE
"585","29","up",1,FALSE
"615","29","up",1,FALSE
"645","29","up",1,FALSE
"675","29","up",1,FALSE
"705","29","up",1,FALSE
"735","29","up",1,FALSE
"765","29","up",1,FALSE
"795","29","up",1,FALSE
"1005","29","bald",1,FALSE
"1035","29","bald",1,FALSE
"1065","29","bald",1,FALSE
"1095","29","bald",1,FALSE
"1125","29","bald",1,FALSE
"1155","29","tufts",1,FALSE
"1185","29","tufts",1,FALSE
"1215","29","tufts",1,FALSE
"1245","29","tufts",1,FALSE
"1275","29","tufts",1,FALSE
"1305","29","tufts",1,FALSE
"1395","29","tufts",1,FALSE
"825","29","goal",1,FALSE
"855","29","goal",1,FALSE
"885","29","goal",1,FALSE
"915","29","goal",1,FALSE
"945","29","goal",1,FALSE
"975","29","goal",1,FALSE
"15","30","hover",1,FALSE
"45","30","hover",1,FALSE
"75","30","hover",1,FALSE
"105","30","hover",1,FALSE
"135","30","hover",1,FALSE
"165","30","hover",1,FALSE
"195","30","hover",1,FALSE
"225","30","hover",1,FALSE
"255","30","hover",1,FALSE
"285","30","hover",1,FALSE
"315","30","hover",1,FALSE
"345","30","hover",1,FALSE
"375","30","hover",1,FALSE
"405","30","hover",1,FALSE
"435","30","hover",1,FALSE
"465","30","hover",1,FALSE
"495","30","hover",1,FALSE
"525","30","hover",1,FALSE
"885","30","vert",1,FALSE
"915","30","vert",1,FALSE
"945","30","vert",1,FALSE
"975","30","vert",1,FALSE
"1005","30","vert",1,FALSE
"1035","30","vert",1,FALSE
"1065","30","vert",1,FALSE
"1095","30","vert",1,FALSE
"1125","30","vert",1,FALSE
"1155","30","vert",1,FALSE
"1185","30","vert",1,FALSE
"1215","30","vert",1,FALSE
"1245","30","vert",1,FALSE
"1275","30","vert",1,FALSE
"1305","30","vert",1,FALSE
"555","30","crab",1,FALSE
"585","30","crab",1,FALSE
"615","30","crab",1,FALSE
"645","30","crab",1,FALSE
"675","30","crab",1,FALSE
"705","30","crab",1,FALSE
"735","30","crab",1,FALSE
"765","30","crab",1,FALSE
"795","30","crab",1,FALSE
"825","30","crab",1,FALSE
"855","30","crab",1,FALSE
"1335","30","bows",1,FALSE
"1365","30","bows",1,FALSE
"1395","30","bows",1,FALSE
"1425","30","bows",1,FALSE
"1455","30","bows",1,FALSE
"1485","30","bows",1,FALSE
"405","31","crab",1,FALSE
"435","31","crab",1,FALSE
"465","31","crab",1,FALSE
"495","31","crab",1,FALSE
"525","31","crab",1,FALSE
"555","31","crab",1,FALSE
"585","31","crab",1,FALSE
"615","31","crab",1,FALSE
"645","31","crab",1,FALSE
"675","31","crab",1,FALSE
"705","31","crab",1,FALSE
"735","31","crab",1,FALSE
"765","31","crab",1,FALSE
"795","31","crab",1,FALSE
"825","31","crab",1,FALSE
"855","31","crab",1,FALSE
"915","31","crab",1,FALSE
"15","31","bflies",1,FALSE
"45","31","bflies",1,FALSE
"75","31","bflies",1,FALSE
"105","31","bflies",1,FALSE
"135","31","bflies",1,FALSE
"165","31","bflies",1,FALSE
"195","31","bflies",1,FALSE
"225","31","bflies",1,FALSE
"255","31","bflies",1,FALSE
"285","31","bflies",1,FALSE
"315","31","bflies",1,FALSE
"345","31","bflies",1,FALSE
"375","31","bflies",1,FALSE
"1425","31","bflies",1,FALSE
"1455","31","bflies",1,FALSE
"1485","31","bflies",1,FALSE
"885","31","flower",1,FALSE
"945","31","flower",1,FALSE
"975","31","flower",1,FALSE
"1005","31","flower",1,FALSE
"1035","31","flower",1,FALSE
"1065","31","flower",1,FALSE
"1095","31","flower",1,FALSE
"1125","31","flower",1,FALSE
"1155","31","flower",1,FALSE
"1185","31","flower",1,FALSE
"1215","31","flower",1,FALSE
"1245","31","flower",1,FALSE
"1275","31","flower",1,FALSE
"1305","31","flower",1,FALSE
"1335","31","flower",1,FALSE
"1365","31","flower",1,FALSE
"1395","31","flower",1,FALSE
"15","32","people",1,FALSE
"45","32","people",1,FALSE
"75","32","people",1,FALSE
"105","32","people",1,FALSE
"135","32","people",1,FALSE
"615","32","people",1,FALSE
"705","32","people",1,FALSE
"795","32","people",1,FALSE
"735","32","rabbit",1,FALSE
"855","32","rabbit",1,FALSE
"885","32","rabbit",1,FALSE
"915","32","rabbit",1,FALSE
"945","32","rabbit",1,FALSE
"975","32","rabbit",1,FALSE
"1005","32","rabbit",1,FALSE
"1035","32","rabbit",1,FALSE
"1065","32","rabbit",1,FALSE
"1155","32","rabbit",1,FALSE
"1245","32","rabbit",1,FALSE
"1275","32","rabbit",1,FALSE
"1095","32","stands",1,FALSE
"1125","32","stands",1,FALSE
"1185","32","stands",1,FALSE
"1215","32","stands",1,FALSE
"1305","32","stands",1,FALSE
"1335","32","stands",1,FALSE
"1365","32","stands",1,FALSE
"1395","32","stands",1,FALSE
"1425","32","stands",1,FALSE
"1455","32","stands",1,FALSE
"1485","32","stands",1,FALSE
"165","32","yoga",1,FALSE
"195","32","yoga",1,FALSE
"225","32","yoga",1,FALSE
"255","32","yoga",1,FALSE
"285","32","yoga",1,FALSE
"315","32","yoga",1,FALSE
"345","32","yoga",1,FALSE
"375","32","yoga",1,FALSE
"405","32","yoga",1,FALSE
"435","32","yoga",1,FALSE
"465","32","yoga",1,FALSE
"495","32","yoga",1,FALSE
"525","32","yoga",1,FALSE
"555","32","yoga",1,FALSE
"585","32","yoga",1,FALSE
"645","32","yoga",1,FALSE
"675","32","yoga",1,FALSE
"765","32","yoga",1,FALSE
"825","32","yoga",1,FALSE
"195","33","flat",1,FALSE
"225","33","flat",1,FALSE
"255","33","flat",1,FALSE
"285","33","flat",1,FALSE
"315","33","flat",1,FALSE
"345","33","flat",1,FALSE
"375","33","flat",1,FALSE
"405","33","flat",1,FALSE
"435","33","flat",1,FALSE
"465","33","flat",1,FALSE
"495","33","flat",1,FALSE
"525","33","flat",1,FALSE
"555","33","flat",1,FALSE
"15","33","x",1,FALSE
"45","33","x",1,FALSE
"75","33","x",1,FALSE
"105","33","x",1,FALSE
"135","33","x",1,FALSE
"165","33","x",1,FALSE
"585","33","x",1,FALSE
"615","33","x",1,FALSE
"645","33","x",1,FALSE
"675","33","x",1,FALSE
"705","33","x",1,FALSE
"735","33","x",1,FALSE
"765","33","x",1,FALSE
"795","33","x",1,FALSE
"825","33","x",1,FALSE
"855","33","x",1,FALSE
"885","33","x",1,FALSE
"915","33","x",1,FALSE
"1395","33","x",1,FALSE
"1425","33","x",1,FALSE
"1455","33","x",1,FALSE
"1485","33","x",1,FALSE
"945","33","tall",1,FALSE
"975","33","tall",1,FALSE
"1005","33","tall",1,FALSE
"1035","33","tall",1,FALSE
"1065","33","tall",1,FALSE
"1095","33","tall",1,FALSE
"1125","33","tall",1,FALSE
"1155","33","tall",1,FALSE
"1185","33","tall",1,FALSE
"1215","33","tall",1,FALSE
"1245","33","tall",1,FALSE
"1275","33","tall",1,FALSE
"1305","33","tall",1,FALSE
"1335","33","tall",1,FALSE
"1365","33","tall",1,FALSE
"15","34","dottie",1,FALSE
"45","34","dottie",1,FALSE
"75","34","dottie",1,FALSE
"105","34","dottie",1,FALSE
"135","34","dottie",1,FALSE
"165","34","dottie",1,FALSE
"195","34","dottie",1,FALSE
"225","34","dottie",1,FALSE
"255","34","dottie",1,FALSE
"285","34","dottie",1,FALSE
"315","34","dottie",1,FALSE
"345","34","dottie",1,FALSE
"375","34","dottie",1,FALSE
"405","34","dottie",1,FALSE
"435","34","dottie",1,FALSE
"465","34","dottie",1,FALSE
"495","34","dottie",1,FALSE
"525","34","dottie",1,FALSE
"555","34","dottie",1,FALSE
"1395","34","dottie",1,FALSE
"1455","34","dottie",1,FALSE
"1485","34","dottie",1,FALSE
"585","34","rabbit",1,FALSE
"615","34","rabbit",1,FALSE
"645","34","rabbit",1,FALSE
"675","34","rabbit",1,FALSE
"705","34","rabbit",1,FALSE
"735","34","rabbit",1,FALSE
"765","34","rabbit",1,FALSE
"795","34","rabbit",1,FALSE
"825","34","rabbit",1,FALSE
"855","34","rabbit",1,FALSE
"885","34","rabbit",1,FALSE
"915","34","rabbit",1,FALSE
"945","34","rabbit",1,FALSE
"975","34","rabbit",1,FALSE
"1005","34","rabbit",1,FALSE
"1035","34","rabbit",1,FALSE
"1065","34","rabbit",1,FALSE
"1095","34","rabbit",1,FALSE
"1125","34","rabbit",1,FALSE
"1155","34","rabbit",1,FALSE
"1185","34","rabbit",1,FALSE
"1215","34","rabbit",1,FALSE
"1245","34","rabbit",1,FALSE
"1275","34","rabbit",1,FALSE
"1305","34","rabbit",1,FALSE
"1335","34","rabbit",1,FALSE
"1365","34","rabbit",1,FALSE
"1425","34","rabbit",1,FALSE
"15","35","cross",1,FALSE
"45","35","cross",1,FALSE
"75","35","cross",1,FALSE
"105","35","cross",1,FALSE
"135","35","cross",1,FALSE
"165","35","cross",1,FALSE
"195","35","cross",1,FALSE
"225","35","cross",1,FALSE
"255","35","bird",1,FALSE
"285","35","bird",1,FALSE
"315","35","bird",1,FALSE
"345","35","bird",1,FALSE
"375","35","bird",1,FALSE
"405","35","bird",1,FALSE
"1455","35","down",1,FALSE
"1485","35","down",1,FALSE
"795","35","pinch",1,FALSE
"825","35","pinch",1,FALSE
"855","35","pinch",1,FALSE
"885","35","pinch",1,FALSE
"915","35","pinch",1,FALSE
"945","35","pinch",1,FALSE
"975","35","pinch",1,FALSE
"495","35","crouch",1,FALSE
"525","35","crouch",1,FALSE
"555","35","crouch",1,FALSE
"585","35","crouch",1,FALSE
"1005","35","whale",1,FALSE
"1035","35","whale",1,FALSE
"1065","35","whale",1,FALSE
"1095","35","whale",1,FALSE
"1125","35","whale",1,FALSE
"1155","35","cuttle",1,FALSE
"1185","35","cuttle",1,FALSE
"1215","35","cuttle",1,FALSE
"1245","35","cuttle",1,FALSE
"435","35","float",1,FALSE
"465","35","float",1,FALSE
"615","35","crab",1,FALSE
"645","35","crab",1,FALSE
"675","35","crab",1,FALSE
"705","35","crab",1,FALSE
"735","35","crab",1,FALSE
"765","35","crab",1,FALSE
"1275","35","sprout",1,FALSE
"1305","35","sprout",1,FALSE
"1335","35","sprout",1,FALSE
"1365","35","sprout",1,FALSE
"1395","35","sprout",1,FALSE
"1425","35","sprout",1,FALSE
"915","36","whale",1,FALSE
"975","36","whale",1,FALSE
"1005","36","whale",1,FALSE
"1035","36","whale",1,FALSE
"1065","36","whale",1,FALSE
"1095","36","whale",1,FALSE
"1125","36","whale",1,FALSE
"1155","36","whale",1,FALSE
"1185","36","whale",1,FALSE
"1215","36","whale",1,FALSE
"1245","36","whale",1,FALSE
"585","36","frog",1,FALSE
"615","36","frog",1,FALSE
"645","36","frog",1,FALSE
"675","36","frog",1,FALSE
"705","36","frog",1,FALSE
"735","36","frog",1,FALSE
"765","36","frog",1,FALSE
"795","36","frog",1,FALSE
"825","36","frog",1,FALSE
"855","36","frog",1,FALSE
"885","36","frog",1,FALSE
"945","36","frog",1,FALSE
"15","36","medita",1,FALSE
"45","36","medita",1,FALSE
"75","36","medita",1,FALSE
"105","36","medita",1,FALSE
"135","36","medita",1,FALSE
"165","36","medita",1,FALSE
"195","36","medita",1,FALSE
"495","36","medita",1,FALSE
"555","36","medita",1,FALSE
"1275","36","bend",1,FALSE
"1305","36","bend",1,FALSE
"1335","36","bend",1,FALSE
"1365","36","bend",1,FALSE
"1395","36","bend",1,FALSE
"1425","36","bend",1,FALSE
"1455","36","bend",1,FALSE
"1485","36","bend",1,FALSE
"225","36","rest",1,FALSE
"255","36","rest",1,FALSE
"285","36","rest",1,FALSE
"315","36","rest",1,FALSE
"345","36","rest",1,FALSE
"375","36","rest",1,FALSE
"405","36","rest",1,FALSE
"435","36","rest",1,FALSE
"465","36","rest",1,FALSE
"525","36","rest",1,FALSE
"495","37","crab",1,FALSE
"525","37","crab",1,FALSE
"555","37","crab",1,FALSE
"585","37","crab",1,FALSE
"615","37","crab",1,FALSE
"645","37","crab",1,FALSE
"675","37","crab",1,FALSE
"705","37","crab",1,FALSE
"735","37","crab",1,FALSE
"765","37","crab",1,FALSE
"795","37","crab",1,FALSE
"825","37","crab",1,FALSE
"855","37","crab",1,FALSE
"885","37","crab",1,FALSE
"915","37","crab",1,FALSE
"225","37","moth",1,FALSE
"255","37","moth",1,FALSE
"285","37","moth",1,FALSE
"315","37","moth",1,FALSE
"345","37","moth",1,FALSE
"375","37","moth",1,FALSE
"405","37","moth",1,FALSE
"435","37","moth",1,FALSE
"465","37","moth",1,FALSE
"945","37","plant",1,FALSE
"975","37","plant",1,FALSE
"1005","37","plant",1,FALSE
"1035","37","plant",1,FALSE
"1065","37","plant",1,FALSE
"1095","37","plant",1,FALSE
"1125","37","plant",1,FALSE
"1155","37","plant",1,FALSE
"1185","37","plant",1,FALSE
"1215","37","plant",1,FALSE
"1245","37","plant",1,FALSE
