"true_img","subject_id","label","N","plot"
"15","37","gators",1,FALSE
"45","37","gators",1,FALSE
"75","37","gators",1,FALSE
"105","37","gators",1,FALSE
"135","37","gators",1,FALSE
"165","37","gators",1,FALSE
"195","37","gators",1,FALSE
"1275","37","flower",1,FALSE
"1305","37","flower",1,FALSE
"1335","37","flower",1,FALSE
"1365","37","flower",1,FALSE
"1395","37","flower",1,FALSE
"1425","37","flower",1,FALSE
"1455","37","flower",1,FALSE
"1485","37","flower",1,FALSE
"15","38","ballup",1,FALSE
"45","38","ballup",1,FALSE
"75","38","ballup",1,FALSE
"105","38","ballup",1,FALSE
"135","38","ballup",1,FALSE
"165","38","ballup",1,FALSE
"195","38","ballup",1,FALSE
"225","38","ballup",1,FALSE
"255","38","ballup",1,FALSE
"285","38","ballup",1,FALSE
"315","38","ballup",1,FALSE
"345","38","ballup",1,FALSE
"375","38","ballup",1,FALSE
"405","38","ballup",1,FALSE
"435","38","ballup",1,FALSE
"465","38","ballup",1,FALSE
"495","38","ballup",1,FALSE
"525","38","ballup",1,FALSE
"555","38","wide",1,FALSE
"585","38","wide",1,FALSE
"615","38","wide",1,FALSE
"645","38","wide",1,FALSE
"675","38","wide",1,FALSE
"705","38","wide",1,FALSE
"735","38","wide",1,FALSE
"765","38","wide",1,FALSE
"795","38","wide",1,FALSE
"825","38","wide",1,FALSE
"855","38","tall",1,FALSE
"885","38","tall",1,FALSE
"915","38","tall",1,FALSE
"945","38","tall",1,FALSE
"975","38","tall",1,FALSE
"1005","38","tall",1,FALSE
"1035","38","tall",1,FALSE
"1065","38","tall",1,FALSE
"1095","38","tall",1,FALSE
"1125","38","tall",1,FALSE
"1155","38","tall",1,FALSE
"1185","38","tall",1,FALSE
"1215","38","tall",1,FALSE
"1245","38","tall",1,FALSE
"1275","38","tall",1,FALSE
"1305","38","tall",1,FALSE
"1335","38","tall",1,FALSE
"1365","38","tall",1,FALSE
"1395","38","down",1,FALSE
"1425","38","down",1,FALSE
"1455","38","down",1,FALSE
"1485","38","down",1,FALSE
"855","39","facing",1,FALSE
"885","39","facing",1,FALSE
"915","39","facing",1,FALSE
"945","39","facing",1,FALSE
"975","39","facing",1,FALSE
"1005","39","facing",1,FALSE
"1035","39","facing",1,FALSE
"1065","39","facing",1,FALSE
"1095","39","facing",1,FALSE
"1125","39","facing",1,FALSE
"15","39","square",1,FALSE
"45","39","square",1,FALSE
"75","39","square",1,FALSE
"105","39","square",1,FALSE
"135","39","square",1,FALSE
"555","39","no dot",1,FALSE
"585","39","no dot",1,FALSE
"615","39","no dot",1,FALSE
"645","39","no dot",1,FALSE
"675","39","no dot",1,FALSE
"705","39","no dot",1,FALSE
"735","39","no dot",1,FALSE
"765","39","no dot",1,FALSE
"795","39","no dot",1,FALSE
"825","39","no dot",1,FALSE
"1155","39","revers",1,FALSE
"1185","39","revers",1,FALSE
"1215","39","revers",1,FALSE
"1245","39","revers",1,FALSE
"1275","39","revers",1,FALSE
"1305","39","revers",1,FALSE
"1335","39","revers",1,FALSE
"1365","39","revers",1,FALSE
"165","39","wide d",1,FALSE
"195","39","wide d",1,FALSE
"225","39","wide d",1,FALSE
"255","39","wide d",1,FALSE
"285","39","wide d",1,FALSE
"315","39","wide d",1,FALSE
"345","39","wide d",1,FALSE
"375","39","wide d",1,FALSE
"405","39","wide d",1,FALSE
"435","39","wide d",1,FALSE
"465","39","wide d",1,FALSE
"495","39","wide d",1,FALSE
"525","39","wide d",1,FALSE
"1395","39","lowdot",1,FALSE
"1425","39","lowdot",1,FALSE
"1455","39","lowdot",1,FALSE
"1485","39","lowdot",1,FALSE
"495","40","active",1,FALSE
"525","40","active",1,FALSE
"555","40","active",1,FALSE
"585","40","active",1,FALSE
"615","40","active",1,FALSE
"645","40","active",1,FALSE
"675","40","active",1,FALSE
"705","40","active",1,FALSE
"735","40","active",1,FALSE
"765","40","active",1,FALSE
"795","40","active",1,FALSE
"825","40","active",1,FALSE
"855","40","active",1,FALSE
"885","40","active",1,FALSE
"915","40","active",1,FALSE
"945","40","active",1,FALSE
"975","40","active",1,FALSE
"1005","40","active",1,FALSE
"1035","40","active",1,FALSE
"1065","40","active",1,FALSE
"1095","40","active",1,FALSE
"1125","40","active",1,FALSE
"1155","40","active",1,FALSE
"1185","40","active",1,FALSE
"1215","40","active",1,FALSE
"1245","40","active",1,FALSE
"1275","40","active",1,FALSE
"1305","40","active",1,FALSE
"1335","40","active",1,FALSE
"1365","40","active",1,FALSE
"1395","40","active",1,FALSE
"1425","40","active",1,FALSE
"1455","40","active",1,FALSE
"1485","40","active",1,FALSE
"15","40","peace",1,FALSE
"45","40","peace",1,FALSE
"75","40","peace",1,FALSE
"105","40","peace",1,FALSE
"135","40","peace",1,FALSE
"165","40","peace",1,FALSE
"195","40","peace",1,FALSE
"225","40","peace",1,FALSE
"255","40","peace",1,FALSE
"285","40","peace",1,FALSE
"315","40","peace",1,FALSE
"345","40","peace",1,FALSE
"375","40","peace",1,FALSE
"405","40","peace",1,FALSE
"435","40","peace",1,FALSE
"465","40","peace",1,FALSE
"975","41","tall",1,FALSE
"1005","41","tall",1,FALSE
"1035","41","tall",1,FALSE
"1065","41","tall",1,FALSE
"1095","41","tall",1,FALSE
"1125","41","tall",1,FALSE
"1155","41","tall",1,FALSE
"1185","41","tall",1,FALSE
"1215","41","tall",1,FALSE
"1245","41","tall",1,FALSE
"1275","41","tall",1,FALSE
"615","41","jump",1,FALSE
"645","41","jump",1,FALSE
"675","41","jump",1,FALSE
"705","41","jump",1,FALSE
"735","41","jump",1,FALSE
"765","41","jump",1,FALSE
"795","41","jump",1,FALSE
"825","41","jump",1,FALSE
"855","41","jump",1,FALSE
"885","41","jump",1,FALSE
"915","41","jump",1,FALSE
"945","41","jump",1,FALSE
"1305","41","bell",1,FALSE
"1335","41","bell",1,FALSE
"1365","41","bell",1,FALSE
"1395","41","bell",1,FALSE
"1425","41","bell",1,FALSE
"1455","41","bell",1,FALSE
"1485","41","bell",1,FALSE
"15","41","wings",1,FALSE
"45","41","wings",1,FALSE
"75","41","wings",1,FALSE
"105","41","wings",1,FALSE
"135","41","wings",1,FALSE
"165","41","wings",1,FALSE
"285","41","zoom",1,FALSE
"345","41","zoom",1,FALSE
"375","41","zoom",1,FALSE
"405","41","zoom",1,FALSE
"435","41","zoom",1,FALSE
"495","41","zoom",1,FALSE
"195","41","fly",1,FALSE
"225","41","fly",1,FALSE
"255","41","fly",1,FALSE
"315","41","fly",1,FALSE
"465","41","fly",1,FALSE
"525","41","fly",1,FALSE
"555","41","fly",1,FALSE
"585","41","fly",1,FALSE
"975","42","closed",1,FALSE
"1005","42","closed",1,FALSE
"1035","42","closed",1,FALSE
"1065","42","closed",1,FALSE
"1095","42","closed",1,FALSE
"1125","42","closed",1,FALSE
"1155","42","closed",1,FALSE
"1185","42","closed",1,FALSE
"1215","42","closed",1,FALSE
"1245","42","closed",1,FALSE
"1275","42","closed",1,FALSE
"15","42","above",1,FALSE
"45","42","above",1,FALSE
"75","42","above",1,FALSE
"105","42","above",1,FALSE
"135","42","above",1,FALSE
"165","42","above",1,FALSE
"195","42","above",1,FALSE
"225","42","above",1,FALSE
"255","42","above",1,FALSE
"285","42","above",1,FALSE
"315","42","above",1,FALSE
"345","42","above",1,FALSE
"375","42","above",1,FALSE
"405","42","above",1,FALSE
"435","42","above",1,FALSE
"465","42","above",1,FALSE
"495","42","above",1,FALSE
"525","42","above",1,FALSE
"555","42","above",1,FALSE
"585","42","above",1,FALSE
"615","42","above",1,FALSE
"1305","42","below",1,FALSE
"1335","42","below",1,FALSE
"1365","42","below",1,FALSE
"1395","42","below",1,FALSE
"1425","42","below",1,FALSE
"1455","42","below",1,FALSE
"1485","42","below",1,FALSE
"645","42","middle",1,FALSE
"675","42","middle",1,FALSE
"705","42","middle",1,FALSE
"735","42","middle",1,FALSE
"765","42","middle",1,FALSE
"795","42","middle",1,FALSE
"825","42","middle",1,FALSE
"855","42","middle",1,FALSE
"885","42","middle",1,FALSE
"915","42","middle",1,FALSE
"945","42","middle",1,FALSE
"15","43","bfly",1,FALSE
"45","43","bfly",1,FALSE
"75","43","bfly",1,FALSE
"105","43","bfly",1,FALSE
"135","43","bfly",1,FALSE
"165","43","bfly",1,FALSE
"195","43","zen",1,FALSE
"225","43","zen",1,FALSE
"255","43","zen",1,FALSE
"285","43","zen",1,FALSE
"315","43","zen",1,FALSE
"345","43","zen",1,FALSE
"375","43","zen",1,FALSE
"405","43","zen",1,FALSE
"435","43","zen",1,FALSE
"465","43","zen",1,FALSE
"495","43","zen",1,FALSE
"525","43","zen",1,FALSE
"555","43","squat",1,FALSE
"585","43","squat",1,FALSE
"615","43","squat",1,FALSE
"645","43","squat",1,FALSE
"675","43","squat",1,FALSE
"705","43","squat",1,FALSE
"735","43","squat",1,FALSE
"765","43","squat",1,FALSE
"795","43","squat",1,FALSE
"825","43","squat",1,FALSE
"1245","43","hstand",1,FALSE
"1275","43","hstand",1,FALSE
"1305","43","hstand",1,FALSE
"1335","43","hstand",1,FALSE
"1365","43","hstand",1,FALSE
"1395","43","hstand",1,FALSE
"1425","43","hstand",1,FALSE
"1455","43","hstand",1,FALSE
"1485","43","hstand",1,FALSE
"855","43","stretc",1,FALSE
"885","43","stretc",1,FALSE
"915","43","stretc",1,FALSE
"945","43","stretc",1,FALSE
"975","43","stretc",1,FALSE
"1005","43","stretc",1,FALSE
"1035","43","stretc",1,FALSE
"1065","43","stretc",1,FALSE
"1095","43","stretc",1,FALSE
"1125","43","stretc",1,FALSE
"1155","43","stretc",1,FALSE
"1185","43","stretc",1,FALSE
"1215","43","stretc",1,FALSE
"255","44","bird",1,FALSE
"285","44","bird",1,FALSE
"315","44","bird",1,FALSE
"345","44","bird",1,FALSE
"375","44","bird",1,FALSE
"405","44","bird",1,FALSE
"435","44","crab",1,FALSE
"465","44","crab",1,FALSE
"495","44","crab",1,FALSE
"525","44","crab",1,FALSE
"555","44","crab",1,FALSE
"585","44","frog",1,FALSE
"615","44","frog",1,FALSE
"645","44","frog",1,FALSE
"675","44","frog",1,FALSE
"705","44","frog",1,FALSE
"735","44","frog",1,FALSE
"765","44","frog",1,FALSE
"795","44","frog",1,FALSE
"825","44","frog",1,FALSE
"1005","44","closed",1,FALSE
"1035","44","closed",1,FALSE
"1065","44","closed",1,FALSE
"1095","44","closed",1,FALSE
"1125","44","closed",1,FALSE
"1155","44","closed",1,FALSE
"1185","44","closed",1,FALSE
"1215","44","closed",1,FALSE
"1245","44","closed",1,FALSE
"1275","44","closed",1,FALSE
"1305","44","closed",1,FALSE
"1335","44","bent",1,FALSE
"1365","44","bent",1,FALSE
"1395","44","bent",1,FALSE
"1425","44","bent",1,FALSE
"1455","44","bent",1,FALSE
"1485","44","bent",1,FALSE
"15","44","lotus",1,FALSE
"45","44","lotus",1,FALSE
"75","44","lotus",1,FALSE
"105","44","lotus",1,FALSE
"135","44","lotus",1,FALSE
"165","44","lotus",1,FALSE
"195","44","lotus",1,FALSE
"225","44","lotus",1,FALSE
"855","44","yay",1,FALSE
"885","44","yay",1,FALSE
"915","44","yay",1,FALSE
"945","44","yay",1,FALSE
"975","44","yay",1,FALSE
"825","45","both",1,FALSE
"885","45","both",1,FALSE
"915","45","both",1,FALSE
"945","45","both",1,FALSE
"975","45","both",1,FALSE
"1005","45","both",1,FALSE
"1035","45","both",1,FALSE
"1065","45","both",1,FALSE
"1095","45","both",1,FALSE
"1125","45","both",1,FALSE
"1155","45","both",1,FALSE
"1185","45","both",1,FALSE
"1215","45","both",1,FALSE
"1245","45","both",1,FALSE
"15","45","sit",1,FALSE
"75","45","sit",1,FALSE
"105","45","sit",1,FALSE
"135","45","sit",1,FALSE
"195","45","sit",1,FALSE
"225","45","sit",1,FALSE
"435","45","sit",1,FALSE
"465","45","sit",1,FALSE
"525","45","sit",1,FALSE
"555","45","sit",1,FALSE
"255","45","flat",1,FALSE
"285","45","flat",1,FALSE
"315","45","flat",1,FALSE
"345","45","flat",1,FALSE
"375","45","flat",1,FALSE
"405","45","flat",1,FALSE
"495","45","flat",1,FALSE
"645","45","flat",1,FALSE
"705","45","flat",1,FALSE
"45","45","x",1,FALSE
"165","45","x",1,FALSE
"585","45","x",1,FALSE
"615","45","x",1,FALSE
"675","45","x",1,FALSE
"735","45","x",1,FALSE
"765","45","x",1,FALSE
"795","45","x",1,FALSE
"855","45","x",1,FALSE
"1455","45","x",1,FALSE
"1275","45","cross",1,FALSE
"1305","45","cross",1,FALSE
"1335","45","cross",1,FALSE
"1365","45","cross",1,FALSE
"1395","45","cross",1,FALSE
"1425","45","cross",1,FALSE
"1485","45","cross",1,FALSE
"15","46","seated",1,TRUE
"45","46","seated",1,TRUE
"75","46","seated",1,TRUE
"105","46","seated",1,TRUE
"135","46","seated",1,TRUE
"165","46","seated",1,TRUE
"195","46","seated",1,TRUE
"225","46","seated",1,TRUE
"495","46","seated",1,TRUE
"525","46","seated",1,TRUE
"255","46","flower",1,TRUE
"285","46","flower",1,TRUE
"315","46","flower",1,TRUE
"345","46","flower",1,TRUE
"375","46","flower",1,TRUE
"405","46","flower",1,TRUE
"435","46","flower",1,TRUE
"465","46","flower",1,TRUE
"555","46","crab",1,TRUE
"585","46","crab",1,TRUE
"615","46","crab",1,TRUE
"645","46","frog",1,TRUE
"675","46","frog",1,TRUE
"705","46","frog",1,TRUE
"735","46","frog",1,TRUE
"765","46","frog",1,TRUE
"795","46","frog",1,TRUE
"825","46","frog",1,TRUE
"855","46","frog",1,TRUE
"885","46","frog",1,TRUE
"915","46","frog",1,TRUE
"945","46","frog",1,TRUE
"975","46","frog",1,TRUE
"1005","46","totems",1,TRUE
"1035","46","totems",1,TRUE
"1065","46","totems",1,TRUE
"1095","46","totems",1,TRUE
"1125","46","totems",1,TRUE
"1155","46","totems",1,TRUE
"1185","46","totems",1,TRUE
"1215","46","totems",1,TRUE
"1245","46","totems",1,TRUE
"1275","46","totems",1,TRUE
"1305","46","totems",1,TRUE
"1335","46","totems",1,TRUE
"1365","46","updown",1,TRUE
"1395","46","updown",1,TRUE
"1425","46","updown",1,TRUE
"1455","46","updown",1,TRUE
"1485","46","updown",1,TRUE
"15","47","people",1,TRUE
"45","47","people",1,TRUE
"285","47","people",1,TRUE
"315","47","people",1,TRUE
"405","47","people",1,TRUE
"435","47","people",1,TRUE
"465","47","people",1,TRUE
"495","47","people",1,TRUE
"975","47","people",1,TRUE
"1005","47","people",1,TRUE
"1035","47","people",1,TRUE
"1065","47","people",1,TRUE
"1095","47","people",1,TRUE
"1125","47","people",1,TRUE
"1155","47","people",1,TRUE
"1185","47","people",1,TRUE
"1245","47","people",1,TRUE
"1275","47","people",1,TRUE
"1305","47","people",1,TRUE
"795","47","aliens",1,TRUE
"825","47","aliens",1,TRUE
"855","47","aliens",1,TRUE
"885","47","aliens",1,TRUE
"915","47","aliens",1,TRUE
"945","47","aliens",1,TRUE
"1215","47","aliens",1,TRUE
"1335","47","aliens",1,TRUE
"1365","47","aliens",1,TRUE
"1395","47","aliens",1,TRUE
"255","47","creatu",1,TRUE
"525","47","creatu",1,TRUE
"555","47","creatu",1,TRUE
"585","47","creatu",1,TRUE
"615","47","creatu",1,TRUE
"645","47","creatu",1,TRUE
"675","47","creatu",1,TRUE
"705","47","creatu",1,TRUE
"735","47","creatu",1,TRUE
"765","47","creatu",1,TRUE
"75","47","symbol",1,TRUE
"105","47","symbol",1,TRUE
"135","47","symbol",1,TRUE
"165","47","symbol",1,TRUE
"195","47","symbol",1,TRUE
"225","47","symbol",1,TRUE
"345","47","symbol",1,TRUE
"375","47","symbol",1,TRUE
"1425","47","symbol",1,TRUE
"1455","47","symbol",1,TRUE
"1485","47","symbol",1,TRUE
"675","48","love",1,TRUE
"705","48","love",1,TRUE
"735","48","love",1,TRUE
"765","48","love",1,TRUE
"795","48","love",1,TRUE
"825","48","love",1,TRUE
"855","48","love",1,TRUE
"885","48","love",1,TRUE
"915","48","love",1,TRUE
"945","48","love",1,TRUE
"975","48","love",1,TRUE
"1005","48","love",1,TRUE
"1035","48","love",1,TRUE
"1065","48","love",1,TRUE
"1095","48","love",1,TRUE
"1125","48","love",1,TRUE
"1155","48","love",1,TRUE
"1185","48","love",1,TRUE
"1215","48","love",1,TRUE
"1245","48","love",1,TRUE
"1275","48","love",1,TRUE
"1365","48","love",1,TRUE
"15","48","yoga",1,TRUE
"45","48","yoga",1,TRUE
"75","48","yoga",1,TRUE
"105","48","yoga",1,TRUE
"135","48","yoga",1,TRUE
"165","48","yoga",1,TRUE
"195","48","yoga",1,TRUE
"225","48","yoga",1,TRUE
"255","48","yoga",1,TRUE
"285","48","yoga",1,TRUE
"315","48","yoga",1,TRUE
"345","48","yoga",1,TRUE
"375","48","yoga",1,TRUE
"405","48","yoga",1,TRUE
"435","48","yoga",1,TRUE
"465","48","yoga",1,TRUE
"495","48","yoga",1,TRUE
"525","48","yoga",1,TRUE
"555","48","yoga",1,TRUE
"585","48","yoga",1,TRUE
"615","48","yoga",1,TRUE
"645","48","yoga",1,TRUE
"1305","48","soccer",1,TRUE
"1335","48","soccer",1,TRUE
"1395","48","soccer",1,TRUE
"1425","48","soccer",1,TRUE
"1455","48","soccer",1,TRUE
"1485","48","soccer",1,TRUE
"15","49","sit",1,TRUE
"45","49","sit",1,TRUE
"75","49","sit",1,TRUE
"105","49","sit",1,TRUE
"135","49","sit",1,TRUE
"165","49","sit",1,TRUE
"195","49","sit",1,TRUE
"225","49","sit",1,TRUE
"255","49","sit",1,TRUE
"285","49","sit",1,TRUE
"615","49","ears",1,TRUE
"645","49","ears",1,TRUE
"675","49","ears",1,TRUE
"705","49","ears",1,TRUE
"735","49","ears",1,TRUE
"765","49","ears",1,TRUE
"795","49","ears",1,TRUE
"825","49","ears",1,TRUE
"855","49","ears",1,TRUE
"885","49","ears",1,TRUE
"915","49","ears",1,TRUE
"945","49","ears",1,TRUE
"975","49","ears",1,TRUE
"1005","49","raise",1,TRUE
"1035","49","raise",1,TRUE
"1065","49","raise",1,TRUE
"1095","49","raise",1,TRUE
"1125","49","raise",1,TRUE
"1155","49","raise",1,TRUE
"1185","49","raise",1,TRUE
"1215","49","raise",1,TRUE
"1245","49","raise",1,TRUE
"1305","49","raise",1,TRUE
"315","49","wide",1,TRUE
"345","49","wide",1,TRUE
"375","49","wide",1,TRUE
"405","49","wide",1,TRUE
"435","49","wide",1,TRUE
"465","49","wide",1,TRUE
"495","49","wide",1,TRUE
"525","49","crouch",1,TRUE
"555","49","crouch",1,TRUE
"585","49","crouch",1,TRUE
"1275","49","sign",1,TRUE
"1335","49","sign",1,TRUE
"1365","49","sign",1,TRUE
"1395","49","sign",1,TRUE
"1425","49","sign",1,TRUE
"1455","49","sign",1,TRUE
"1485","49","sign",1,TRUE
"15","50","dots",1,FALSE
"45","50","dots",1,FALSE
"75","50","dots",1,FALSE
"105","50","dots",1,FALSE
"135","50","dots",1,FALSE
"165","50","dots",1,FALSE
"195","50","dots",1,FALSE
"225","50","dots",1,FALSE
"255","50","dots",1,FALSE
"285","50","dots",1,FALSE
"315","50","dots",1,FALSE
"345","50","dots",1,FALSE
"375","50","dots",1,FALSE
"405","50","dots",1,FALSE
"435","50","dots",1,FALSE
"465","50","dots",1,FALSE
"495","50","dots",1,FALSE
"1455","50","dots",1,FALSE
"1485","50","dots",1,FALSE
"525","50","squats",1,FALSE
"555","50","squats",1,FALSE
"585","50","squats",1,FALSE
"615","50","squats",1,FALSE
"645","50","squats",1,FALSE
"675","50","squats",1,FALSE
"705","50","squats",1,FALSE
"735","50","squats",1,FALSE
"765","50","squats",1,FALSE
"795","50","squats",1,FALSE
"825","50","squats",1,FALSE
"855","50","squats",1,FALSE
"885","50","squats",1,FALSE
"915","50","pincer",1,FALSE
"945","50","pincer",1,FALSE
"975","50","pincer",1,FALSE
"1005","50","pincer",1,FALSE
"1035","50","pincer",1,FALSE
"1065","50","pincer",1,FALSE
"1095","50","pincer",1,FALSE
"1125","50","pincer",1,FALSE
"1155","50","pincer",1,FALSE
"1185","50","pincer",1,FALSE
"1215","50","pincer",1,FALSE
"1245","50","bows",1,FALSE
"1275","50","bows",1,FALSE
"1305","50","bows",1,FALSE
"1335","50","bows",1,FALSE
"1365","50","bows",1,FALSE
"1395","50","bows",1,FALSE
"1425","50","bows",1,FALSE
"225","51","wings",1,FALSE
"255","51","wings",1,FALSE
"285","51","wings",1,FALSE
"315","51","wings",1,FALSE
"345","51","wings",1,FALSE
"375","51","wings",1,FALSE
"405","51","wings",1,FALSE
"435","51","wings",1,FALSE
"465","51","wings",1,FALSE
"495","51","wings",1,FALSE
"555","51","pincer",1,FALSE
"585","51","pincer",1,FALSE
"615","51","pincer",1,FALSE
"645","51","pincer",1,FALSE
"675","51","pincer",1,FALSE
"705","51","pincer",1,FALSE
"735","51","pincer",1,FALSE
"765","51","pincer",1,FALSE
"795","51","pincer",1,FALSE
"825","51","pincer",1,FALSE
"855","51","pincer",1,FALSE
"885","51","pincer",1,FALSE
"915","51","pincer",1,FALSE
"945","51","pincer",1,FALSE
"975","51","pincer",1,FALSE
"15","51","scissr",1,FALSE
"45","51","scissr",1,FALSE
"75","51","scissr",1,FALSE
"105","51","scissr",1,FALSE
"135","51","scissr",1,FALSE
"165","51","scissr",1,FALSE
"195","51","scissr",1,FALSE
"1455","51","scissr",1,FALSE
"1485","51","scissr",1,FALSE
"1275","51","shutsc",1,FALSE
"1305","51","shutsc",1,FALSE
"1335","51","shutsc",1,FALSE
"1365","51","shutsc",1,FALSE
"1395","51","shutsc",1,FALSE
"1425","51","shutsc",1,FALSE
"1185","51","bears",1,FALSE
"1215","51","bears",1,FALSE
"1245","51","bears",1,FALSE
"525","51","spider",1,FALSE
"1065","51","vulvae",1,FALSE
"1095","51","vulvae",1,FALSE
"1125","51","vulvae",1,FALSE
"1005","51","squid",1,FALSE
"1035","51","squid",1,FALSE
"1155","51","squid",1,FALSE
"15","52","yoga",1,FALSE
"45","52","yoga",1,FALSE
"75","52","yoga",1,FALSE
"105","52","yoga",1,FALSE
"135","52","yoga",1,FALSE
"165","52","yoga",1,FALSE
"195","52","yoga",1,FALSE
"225","52","yoga",1,FALSE
"255","52","yoga",1,FALSE
"285","52","yoga",1,FALSE
"315","52","yoga",1,FALSE
"345","52","yoga",1,FALSE
"375","52","yoga",1,FALSE
"405","52","yoga",1,FALSE
"435","52","yoga",1,FALSE
"465","52","yoga",1,FALSE
"495","52","yoga",1,FALSE
"525","52","yoga",1,FALSE
"1275","52","yoga",1,FALSE
"1305","52","yoga",1,FALSE
"1335","52","yoga",1,FALSE
"1365","52","yoga",1,FALSE
"1395","52","yoga",1,FALSE
"1425","52","yoga",1,FALSE
"1455","52","yoga",1,FALSE
"1485","52","yoga",1,FALSE
"555","52","no dot",1,FALSE
"585","52","no dot",1,FALSE
"615","52","no dot",1,FALSE
"645","52","no dot",1,FALSE
"675","52","no dot",1,FALSE
"705","52","no dot",1,FALSE
"735","52","no dot",1,FALSE
"765","52","no dot",1,FALSE
"795","52","no dot",1,FALSE
"825","52","no dot",1,FALSE
"855","52","no dot",1,FALSE
"885","52","no dot",1,FALSE
"915","52","no dot",1,FALSE
"945","52","no dot",1,FALSE
"975","52","no dot",1,FALSE
"1005","52","closed",1,FALSE
"1035","52","closed",1,FALSE
"1065","52","closed",1,FALSE
"1095","52","closed",1,FALSE
"1125","52","closed",1,FALSE
"1155","52","closed",1,FALSE
"1185","52","closed",1,FALSE
"1215","52","closed",1,FALSE
"1245","52","closed",1,FALSE
"285","53","group1",1,FALSE
"345","53","group1",1,FALSE
"375","53","group1",1,FALSE
"405","53","group1",1,FALSE
"495","53","group1",1,FALSE
"525","53","group1",1,FALSE
"1005","53","group2",1,FALSE
"1155","53","group2",1,FALSE
"1185","53","group2",1,FALSE
"1215","53","group2",1,FALSE
"1275","53","group2",1,FALSE
"1305","53","group2",1,FALSE
"1035","53","group3",1,FALSE
"1065","53","group3",1,FALSE
"1095","53","group3",1,FALSE
"1125","53","group3",1,FALSE
"1245","53","group4",1,FALSE
"1335","53","group4",1,FALSE
"1365","53","group4",1,FALSE
"1395","53","group4",1,FALSE
"555","53","group5",1,FALSE
"585","53","group5",1,FALSE
"615","53","group5",1,FALSE
"645","53","group5",1,FALSE
"675","53","group5",1,FALSE
"705","53","group5",1,FALSE
"735","53","group5",1,FALSE
"765","53","group5",1,FALSE
"795","53","group6",1,FALSE
"825","53","group6",1,FALSE
"855","53","group6",1,FALSE
"885","53","group6",1,FALSE
"255","53","group7",1,FALSE
"315","53","group7",1,FALSE
"435","53","group7",1,FALSE
"465","53","group7",1,FALSE
"915","53","group8",1,FALSE
"945","53","group8",1,FALSE
"975","53","group8",1,FALSE
"15","53","group9",1,FALSE
"45","53","group9",1,FALSE
"75","53","group9",1,FALSE
"105","53","group9",1,FALSE
"135","53","group9",1,FALSE
"165","53","group9",1,FALSE
"195","53","group9",1,FALSE
"225","53","group9",1,FALSE
"1425","53","group0",1,FALSE
"1455","53","group0",1,FALSE
"1485","53","group0",1,FALSE
"1005","54","closed",1,FALSE
"1035","54","closed",1,FALSE
"1065","54","closed",1,FALSE
"1095","54","closed",1,FALSE
"1125","54","closed",1,FALSE
"1155","54","closed",1,FALSE
"1185","54","closed",1,FALSE
"1215","54","closed",1,FALSE
"1245","54","closed",1,FALSE
"1275","54","closed",1,FALSE
"1305","54","closed",1,FALSE
"1335","54","closed",1,FALSE
"1365","54","closed",1,FALSE
"1395","54","closed",1,FALSE
"1425","54","closed",1,FALSE
"15","54","open",1,FALSE
"45","54","open",1,FALSE
"75","54","open",1,FALSE
"105","54","open",1,FALSE
"135","54","open",1,FALSE
"165","54","open",1,FALSE
"195","54","open",1,FALSE
"225","54","open",1,FALSE
"255","54","open",1,FALSE
"285","54","open",1,FALSE
"315","54","open",1,FALSE
"345","54","open",1,FALSE
"375","54","open",1,FALSE
"405","54","open",1,FALSE
"435","54","open",1,FALSE
"465","54","open",1,FALSE
"495","54","open",1,FALSE
"525","54","open",1,FALSE
"555","54","open",1,FALSE
"585","54","open",1,FALSE
"615","54","open",1,FALSE
"645","54","open",1,FALSE
"675","54","open",1,FALSE
"705","54","open",1,FALSE
"735","54","open",1,FALSE
"765","54","open",1,FALSE
"795","54","open",1,FALSE
"825","54","open",1,FALSE
"855","54","open",1,FALSE
"885","54","open",1,FALSE
"915","54","open",1,FALSE
"945","54","open",1,FALSE
"975","54","open",1,FALSE
"1455","54","open",1,FALSE
"1485","54","open",1,FALSE
"105","55","crab",1,FALSE
"555","55","crab",1,FALSE
"615","55","crab",1,FALSE
"645","55","crab",1,FALSE
"675","55","crab",1,FALSE
"735","55","crab",1,FALSE
"795","55","crab",1,FALSE
"825","55","crab",1,FALSE
"855","55","crab",1,FALSE
"885","55","crab",1,FALSE
"915","55","crab",1,FALSE
"945","55","crab",1,FALSE
"975","55","crab",1,FALSE
"1095","55","crab",1,FALSE
"1125","55","crab",1,FALSE
"1155","55","crab",1,FALSE
"1185","55","crab",1,FALSE
"1215","55","crab",1,FALSE
"1275","55","crab",1,FALSE
"1305","55","crab",1,FALSE
"1365","55","crab",1,FALSE
"1425","55","crab",1,FALSE
"15","55","dot",1,FALSE
"45","55","dot",1,FALSE
"75","55","dot",1,FALSE
"135","55","dot",1,FALSE
"165","55","dot",1,FALSE
"195","55","dot",1,FALSE
"225","55","dot",1,FALSE
"255","55","dot",1,FALSE
"285","55","dot",1,FALSE
"315","55","dot",1,FALSE
"345","55","dot",1,FALSE
"375","55","dot",1,FALSE
"405","55","dot",1,FALSE
"435","55","dot",1,FALSE
"465","55","dot",1,FALSE
"495","55","dot",1,FALSE
"525","55","dot",1,FALSE
"585","55","dot",1,FALSE
"1395","55","dot",1,FALSE
